Name,Age,Height_cm,Weight_kg,Preferred_foot,Best_Position,Acceleration,Aggression,Agility,Balance,Ball_Control,Composure,Crossing,Curve,Defensive_Awareness,Dribbling,Finishing,Free_Kick_Accuracy,Heading_Accuracy,Interceptions,Jumping,Long_Passing,Long_Shots,Penalties,Positioning,Reactions,Short_Passing,Shot_Power,Sliding_Tackle,Sprint_Speed,Stamina,Standing_Tackle,Strength,Vision,Volleys,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes,GK_Speed,Weak_Foot,Attacking_Work_Rate,Defensive_Work_Rate,Body_Type,Dribbling_Reflexes,Defending_Pace,Physical_Positioning,Pace_Diving,Passing_Kicking,Shooting_Handling
H. Kambou,36,184,77,Right,CB,59,55,64,57,59,44,40,36,61,36,32,36,65,63,66,45,33,50,26,62,63,38,55,64,65,64,71,36,20,16,16,15,9,13,,3,Low,Medium,Lean (170-185),48,62,66,62,48,33
C. Eastmond,30,183,75,Right,CM,66,65,65,68,61,63,58,56,61,59,55,60,56,59,76,61,60,54,58,62,62,67,57,58,80,60,75,59,50,9,13,10,12,11,,3,Medium,High,Lean (170-185),61,59,74,62,60,58
A. Sanaia,31,181,70,Right,CB,45,65,64,69,58,56,57,58,63,49,35,59,60,62,76,53,34,48,43,57,61,43,60,57,72,61,69,43,17,11,9,9,6,13,,2,Medium,Medium,Normal (170-185),55,62,69,52,55,37
C. Hidalgo,35,184,74,Right,ST,53,47,73,58,68,64,56,52,40,62,65,60,57,20,55,29,48,53,64,63,56,61,42,64,49,44,70,49,57,6,11,10,16,7,,3,Medium,Medium,Normal (170-185),65,39,59,59,51,60
F. Sears,31,170,75,Right,ST,70,66,88,86,63,64,60,60,28,62,62,61,60,32,51,57,59,60,65,61,60,61,39,68,63,45,55,63,59,15,7,15,14,7,,3,High,High,Normal (170-),66,38,59,69,60,61
K. Dennis,31,180,75,Left,ST,68,72,74,68,58,63,38,51,32,56,63,60,58,40,73,46,62,66,64,64,54,65,22,67,75,38,69,59,60,5,7,21,3,5,,1,High,High,Normal (170-185),60,37,71,67,51,63
F. Riedel,31,175,73,Right,CB,74,61,71,69,59,57,60,57,52,59,41,43,56,61,60,60,41,40,46,58,65,50,68,73,68,66,67,55,43,12,16,6,12,10,,4,High,Medium,Normal (170-185),61,60,66,73,60,43
M. Buchalik,32,190,83,Right,GK,28,23,36,51,21,56,21,12,14,14,12,12,13,23,52,32,12,23,15,47,35,47,22,37,26,24,66,42,11,61,63,62,67,60,32,3,Medium,Medium,Normal (185+),,,,,,
M. Budziński,30,184,79,Right,CM,54,65,62,69,60,65,59,60,55,61,61,57,59,62,52,59,62,44,62,66,60,62,57,54,73,57,71,63,54,11,6,11,8,13,,3,High,Medium,Normal (170-185),62,58,69,54,60,60
D. Cornell,30,188,79,Right,GK,38,32,47,50,23,49,16,16,9,11,13,11,11,17,58,30,12,21,12,51,29,47,17,34,18,12,64,30,14,63,62,62,61,63,36,3,Medium,Medium,Normal (185+),,,,,,
J. Clarke,29,183,71,Right,CB,63,57,70,66,62,58,55,37,64,55,38,39,57,63,78,56,31,35,46,58,61,43,61,61,62,63,67,49,27,10,11,8,12,8,,3,Medium,Medium,Normal (170-185),59,63,64,62,54,37
S. Bennett,30,178,81,Right,CM,37,59,40,46,60,56,36,48,62,57,52,43,62,63,73,61,54,49,60,64,63,55,58,41,77,62,78,60,46,12,16,15,10,14,,3,Medium,High,Stocky (170-185),56,62,74,39,55,53
F. Kastrati,29,180,77,Right,ST,79,86,75,69,60,57,53,51,29,60,56,42,64,48,80,43,56,65,58,60,55,68,36,77,72,39,65,56,52,12,9,11,7,10,,3,High,High,Normal (170-185),62,40,72,78,52,59
A. Golec,31,191,85,Left,CB,45,59,51,33,47,53,55,48,60,43,32,24,51,64,80,51,12,32,37,53,48,43,62,50,67,65,80,24,24,7,6,14,15,12,,4,Medium,Medium,Normal (185+),46,62,73,48,44,30
Jung San,32,191,86,Right,GK,48,36,42,52,19,59,11,10,15,14,12,14,11,21,43,32,10,25,11,58,36,45,19,38,30,14,59,31,11,63,62,60,60,61,44,3,Medium,Medium,Normal (185+),,,,,,
Yun Suk Young,31,182,74,Left,CB,70,67,71,64,63,66,61,55,63,59,47,59,60,63,68,52,53,54,63,64,58,58,56,67,75,57,71,56,56,8,16,12,8,14,,3,Medium,High,Lean (170-185),62,60,71,68,57,52
B. Reeves,29,172,67,Left,CM,73,38,84,85,64,54,60,56,49,66,51,45,44,48,83,61,66,61,52,55,66,58,57,67,78,61,62,60,41,9,9,11,10,12,,3,High,Medium,Lean (170-185),67,53,62,70,61,55
J. Payne,29,173,58,Right,CM,53,65,80,84,64,66,52,45,57,57,50,46,50,58,81,61,68,50,48,57,67,66,60,67,81,60,59,62,61,15,14,13,15,11,,3,Medium,Medium,Lean (170-185),63,58,67,61,60,57
J. Kotzke,31,184,81,Right,CDM,71,69,64,67,59,59,53,48,60,47,37,50,63,58,62,51,51,64,39,60,59,53,63,61,71,66,75,55,42,14,16,15,11,8,,3,Medium,Medium,Normal (170-185),55,62,72,66,55,45
L. Ridehalgh,30,178,72,Left,LB,69,63,67,73,57,49,62,54,59,55,45,55,51,59,79,56,56,42,56,59,57,61,55,69,75,58,64,51,33,10,12,10,12,10,,3,Medium,Medium,Normal (170-185),58,58,67,69,56,50
H. Davis,29,185,83,Right,CB,54,61,64,52,43,55,41,23,59,35,30,44,63,62,80,40,23,60,26,55,47,55,62,45,64,66,80,37,17,7,14,11,7,15,,3,Medium,Medium,Normal (185+),43,62,72,49,41,34
C. Sosa,33,173,77,Right,CM,68,59,65,60,60,63,39,43,55,65,57,23,51,63,72,57,60,54,60,63,60,32,58,66,74,58,60,65,28,7,15,8,15,15,,3,Medium,Medium,Normal (170-185),63,57,64,67,54,51
H. Beautyman,29,178,74,Right,CM,72,46,81,75,61,62,61,63,58,62,59,56,46,59,53,61,62,60,61,60,62,61,56,68,83,60,63,61,42,6,11,7,11,8,,4,High,Medium,Lean (170-185),64,57,64,70,61,59
K. Appiah,30,180,80,Right,ST,77,53,79,68,63,60,55,50,32,60,64,47,51,38,68,46,58,58,63,63,53,60,25,81,77,31,70,45,51,8,6,13,10,6,,4,Medium,Medium,Normal (170-185),63,34,68,79,50,61
A. Greene,31,177,79,Left,ST,80,65,71,63,61,54,50,57,30,59,58,50,58,32,51,51,53,58,63,53,60,63,35,84,72,36,73,56,51,7,11,7,8,16,,3,High,High,Normal (170-185),60,36,70,82,55,58
C. Missilou,28,180,75,Right,CM,69,79,67,69,63,54,42,40,60,60,51,39,54,65,64,61,56,47,58,62,62,59,59,66,76,62,71,59,48,12,8,13,10,9,,3,Medium,High,Normal (170-185),62,61,74,67,55,54
D. McMillan,32,180,77,Right,ST,53,59,65,60,60,56,40,53,25,55,62,41,67,26,76,40,54,68,64,62,58,62,18,64,62,19,68,55,58,9,11,10,9,13,,3,Medium,Low,Lean (170-185),58,27,65,59,50,61
Ł. Gikiewicz,33,189,82,Right,ST,60,71,58,61,59,59,37,44,31,60,66,49,67,38,62,51,52,58,64,60,56,61,37,51,67,39,84,56,52,6,7,12,12,6,,3,Medium,Medium,Lean (185+),60,39,76,55,51,61
A. Tutte,30,175,75,Right,CDM,60,65,70,72,62,60,53,59,64,60,57,60,51,60,72,59,60,65,56,61,62,64,59,64,53,63,71,62,59,9,11,16,6,11,,3,Low,Medium,Lean (170-185),62,61,65,62,60,59
K. Mellor,30,187,75,Right,RB,67,58,59,47,58,55,59,47,58,57,39,37,58,56,71,53,36,42,56,58,58,41,59,67,73,60,72,51,33,7,16,8,14,16,,3,High,Medium,Lean (185+),57,58,69,67,54,40
B. Coker,32,180,74,Left,LB,66,51,62,58,56,51,61,59,56,58,37,60,54,59,69,53,41,53,50,58,57,48,61,65,70,60,65,48,31,12,7,6,8,13,,3,High,Medium,Normal (170-185),57,58,64,65,56,41
R. McDonald,29,191,82,Left,CB,53,64,48,47,51,58,41,19,62,49,20,25,61,61,67,57,32,34,23,60,54,45,60,49,76,62,80,44,26,11,13,6,16,7,,2,Medium,Medium,Normal (185+),50,62,75,51,47,29
M. Ivanovski,31,182,78,Right,ST,70,75,67,64,63,51,43,43,24,67,64,44,62,22,59,45,52,63,54,60,58,65,25,67,52,28,62,52,41,7,16,9,12,7,,3,Medium,Medium,Normal (170-185),65,29,62,68,50,60
H. Hope,27,179,76,Right,ST,72,44,61,75,60,58,59,54,27,62,61,60,57,24,48,44,57,62,63,60,60,63,25,74,68,29,61,55,50,10,12,7,10,9,,2,Medium,Low,Normal (170-185),62,30,59,73,56,60
S. Murray,27,176,72,Right,CM,68,53,75,76,62,66,62,68,50,59,58,66,61,51,68,62,62,57,60,63,64,64,53,63,69,56,67,66,56,7,15,14,15,7,,4,High,Medium,Lean (170-185),63,53,65,65,64,60
O. Banks,28,190,75,Right,CM,54,80,58,63,66,61,63,62,56,55,56,66,52,56,61,62,69,65,57,60,63,70,52,52,82,57,78,61,60,14,14,8,15,14,,4,High,Low,Normal (185+),60,56,79,53,63,62
M. Könnecke,32,174,70,Right,CAM,89,58,81,81,62,61,59,62,44,60,57,52,52,50,74,56,61,50,58,62,58,65,23,87,76,30,46,61,62,12,11,7,9,13,,4,Medium,Medium,Lean (170-185),64,40,57,88,58,59
K. Hansen,26,180,72,Right,LW,78,42,72,78,64,61,52,49,28,62,57,43,44,46,53,58,54,42,56,58,61,63,52,79,67,54,60,54,45,13,15,10,11,14,,3,Medium,Medium,Normal (170-185),64,43,58,79,56,56
J. Kempin,28,185,78,Right,GK,58,34,38,29,18,45,15,16,11,14,12,9,19,22,68,37,13,22,14,53,33,47,12,56,45,12,53,14,12,63,55,62,64,66,57,2,Medium,Medium,Normal (185+),,,,,,
B. Gartland,34,188,85,Right,CB,33,68,30,35,42,53,37,27,61,36,23,29,63,59,54,44,27,27,24,60,51,50,58,30,51,62,85,37,23,12,14,7,7,14,,3,Medium,Medium,Stocky (185+),39,61,72,31,42,29
S. Thomas,31,191,90,Right,GK,54,42,37,60,23,41,14,14,10,14,20,14,10,24,72,32,12,24,12,56,29,44,19,28,34,15,73,46,20,62,63,58,63,61,44,1,Medium,Medium,Normal (185+),,,,,,
Kim Dong Woo,33,189,87,Right,CB,34,66,64,37,52,55,42,33,60,47,28,33,64,59,71,34,44,31,34,55,47,40,63,64,71,64,76,64,24,15,10,12,14,15,,3,Medium,High,Normal (185+),51,62,73,51,46,34
F. D'Onofrio,30,180,70,Right,RB,67,68,68,66,60,48,59,36,60,56,30,22,55,58,65,53,31,30,22,54,58,51,60,66,60,60,66,53,33,13,11,9,8,7,,4,Medium,Medium,Normal (170-185),58,59,65,66,54,34
A. Tveter,30,190,86,Left,ST,56,61,53,59,63,65,62,45,24,58,62,64,59,37,75,54,67,55,58,55,60,79,25,54,54,30,80,61,63,11,15,14,11,10,,2,Medium,Medium,Normal (185+),59,32,69,55,59,66
D. Blaževic,28,190,88,Right,GK,24,20,51,59,30,41,13,13,10,12,14,20,13,12,60,20,13,16,13,60,16,41,11,29,42,11,67,14,19,63,57,55,60,66,26,2,Medium,Medium,Normal (185+),,,,,,
I. Furu,27,191,84,Left,CB,38,63,56,37,54,58,44,38,62,37,29,25,55,65,67,54,43,38,36,61,57,44,58,39,65,63,80,48,42,13,8,10,9,10,,3,Medium,High,Normal (185+),46,62,72,39,50,36
R. Sjöstedt,29,184,75,Right,CB,69,78,66,59,56,52,53,45,62,53,26,34,48,65,66,53,47,27,36,61,60,55,58,73,73,57,69,55,39,7,15,9,9,6,,2,Medium,Medium,Normal (170-185),56,59,72,71,55,37
L. Young,28,173,72,Right,CDM,66,56,74,79,63,62,59,62,58,60,56,64,48,58,74,63,63,62,59,59,63,60,55,67,83,60,58,62,53,15,14,7,10,12,,2,High,Medium,Normal (170-185),63,57,65,67,62,59
C. Ripley,28,191,96,Right,GK,26,16,24,38,23,33,11,13,14,11,11,11,14,19,50,28,20,14,12,54,33,47,15,28,21,12,77,45,14,63,62,62,60,64,27,3,Medium,Medium,Stocky (185+),,,,,,
A. Berardi,30,185,78,Right,GK,50,23,35,45,21,53,14,16,11,11,10,15,11,21,62,32,19,22,12,60,29,42,17,51,45,19,55,55,19,61,58,56,63,64,50,2,Medium,Medium,Normal (185+),,,,,,
Elton Monteiro,27,192,82,Right,CB,75,62,64,49,51,62,33,40,58,42,20,21,58,63,72,55,26,40,26,58,55,54,62,72,61,62,78,29,33,9,15,13,11,13,,2,Medium,Medium,Lean (185+),49,61,70,73,43,30
Lee Jong Sung,28,187,75,Right,CM,53,73,58,60,60,57,41,45,57,59,46,53,63,60,54,69,65,50,55,56,62,70,60,38,75,62,75,65,48,13,15,13,10,12,,3,Medium,Medium,Lean (185+),59,60,74,45,58,55
G. Taft,27,191,74,Left,CB,53,59,50,54,50,57,43,38,60,44,32,37,63,59,70,51,30,33,40,59,57,47,61,53,76,63,80,45,36,12,16,14,12,9,,3,Medium,Medium,Normal (185+),48,61,74,53,49,35
J. Reeves,28,173,70,Right,CM,75,61,80,80,66,64,58,48,54,64,52,60,47,54,84,62,57,49,44,56,65,58,53,73,78,54,62,64,47,15,10,10,16,6,,3,High,High,Lean (170-185),67,53,67,74,62,53
L. Norris,28,184,84,Right,ST,63,58,59,59,59,58,44,56,37,60,62,61,63,22,72,42,59,69,63,57,57,67,13,63,70,14,80,45,57,8,12,13,9,6,,3,High,Low,Stocky (170-185),59,27,73,63,50,63
E. Whitehouse,27,180,80,Right,CM,69,71,79,74,63,58,53,55,57,61,58,48,63,56,85,60,58,63,61,60,62,61,55,67,84,56,73,61,51,11,13,14,7,10,,3,High,High,Normal (170-185),64,57,76,68,59,59
O. Cisse,30,195,85,Left,CDM,49,67,33,34,55,65,44,40,59,54,43,42,65,60,34,57,44,46,50,56,60,67,55,46,82,62,90,55,40,7,10,11,9,9,,3,Medium,Medium,Lean (185+),52,60,81,47,53,48
B. Kiernan,28,175,81,Right,LM,88,47,81,77,60,55,58,54,23,61,54,48,40,35,64,40,49,53,57,56,53,55,19,91,70,27,58,55,51,14,7,11,13,9,,4,Medium,Medium,Normal (170-185),63,28,59,90,52,53
Choi Jong Hoan,33,177,72,Right,RB,60,55,65,69,61,55,58,60,62,59,44,59,42,62,67,56,48,58,58,59,58,49,52,66,84,53,70,62,46,10,8,6,12,14,,3,Medium,Medium,Normal (170-185),61,56,70,63,59,47
S. Byrne,28,183,74,Right,CM,66,65,56,59,67,67,40,60,60,61,46,57,56,56,63,65,54,48,57,56,70,63,56,70,64,63,67,56,41,9,7,13,11,8,,3,Medium,Medium,Normal (170-185),62,59,66,68,59,51
R. Millen,26,188,75,Right,RB,65,74,48,65,62,56,61,52,59,60,38,37,54,58,56,58,41,42,52,56,56,47,60,64,68,62,68,52,35,13,11,12,14,16,,2,Medium,Medium,Lean (185+),59,59,69,64,55,41
H. Bunn,28,175,74,Right,LM,70,41,70,61,56,66,61,40,35,61,66,37,55,40,72,59,60,62,61,56,63,68,28,70,54,33,56,64,61,13,13,11,10,8,,2,Low,Low,Normal (170-185),60,37,53,70,60,65
I. Rodríguez,28,186,80,Right,GK,64,15,64,68,24,39,13,11,12,15,10,10,20,15,72,32,12,38,13,56,35,41,13,62,41,11,62,25,12,70,45,55,64,67,63,2,Medium,Medium,Normal (185+),,,,,,
L. O'Neil,27,180,80,Right,CM,67,65,64,67,61,66,55,39,61,58,51,37,55,62,84,60,56,40,62,64,62,61,59,64,78,59,72,61,40,7,7,18,5,9,,3,Medium,Medium,Lean (170-185),61,60,73,65,58,53
E. Boldewijn,28,185,76,Right,RM,83,31,78,65,60,62,58,54,40,62,56,36,52,23,70,47,55,60,58,58,55,63,17,85,64,20,66,57,44,12,7,15,14,9,,4,Medium,Medium,Lean (185+),63,30,59,84,54,57
A. Hahn,28,187,85,Left,CB,53,64,50,58,55,65,33,38,61,46,35,32,62,51,70,57,40,43,39,60,60,55,61,62,61,63,82,37,30,14,15,13,8,10,,2,Medium,Medium,Normal (185+),51,60,73,58,47,40
S. Benyamina,31,190,79,Right,ST,66,62,63,65,64,57,34,41,45,61,61,33,65,19,75,33,60,64,60,58,54,66,19,68,66,28,72,38,53,9,11,13,14,10,,3,Medium,Medium,Lean (185+),62,34,69,67,42,62
V. Davidsen,29,178,72,Left,LB,69,59,67,76,60,57,60,37,58,58,38,28,54,57,71,54,42,45,51,59,56,52,55,67,71,60,61,53,30,16,8,7,13,15,,3,Medium,Medium,Normal (170-185),60,58,64,68,54,42
Kim Hyun,28,190,87,Right,ST,58,68,63,34,62,60,46,53,12,57,59,43,66,32,58,45,56,57,66,57,55,67,22,60,68,24,83,60,54,7,12,15,6,9,,4,High,Medium,Normal (185+),58,26,75,59,52,60
M. Boman,32,188,92,Right,ST,52,84,53,44,59,61,42,44,44,56,63,30,70,39,68,38,53,59,64,62,55,64,20,55,54,28,84,57,54,7,8,11,12,14,,3,Medium,High,Normal (185+),57,38,76,54,48,61
M. Lieder,31,188,85,Right,ST,67,70,71,69,63,64,42,40,20,62,60,42,59,18,70,44,58,68,65,61,58,67,14,59,65,17,73,52,48,9,12,14,8,14,,4,High,Medium,Normal (185+),64,22,70,63,50,61
Álex Serrano,26,184,76,Left,CAM,59,49,70,70,67,49,64,64,44,64,60,66,49,56,49,65,62,66,57,56,61,65,39,55,63,54,62,65,51,15,13,6,11,14,,3,Medium,High,Normal (170-185),65,49,59,57,63,61
L. Caballero,31,175,74,Right,ST,42,56,55,39,65,61,51,56,39,64,66,50,65,32,67,44,66,69,65,59,59,62,44,45,34,46,70,57,49,11,14,13,7,9,,3,Low,Low,Normal (170-185),62,43,58,44,54,64
Chen Zhizhao,33,172,68,Right,CM,74,32,73,83,65,54,54,68,50,64,62,68,42,52,82,61,66,53,67,65,63,66,35,71,56,49,47,60,37,7,11,7,14,16,,4,Medium,Low,Lean (170-185),66,48,48,72,61,62
B. Dickenson,28,184,81,Left,LW,81,60,79,73,60,57,63,65,56,62,57,62,51,56,72,53,59,54,58,53,55,62,57,80,69,58,74,56,56,14,16,13,15,16,,3,Medium,High,Stocky (170-185),63,56,70,80,57,58
J. Mountney,28,183,77,Right,RB,68,60,65,67,62,57,64,58,56,59,53,57,55,55,56,61,58,56,60,56,63,66,53,71,72,55,76,59,47,10,8,14,8,14,,2,High,Medium,Normal (170-185),61,55,71,70,62,57
Ahn Young Kyu,31,185,81,Right,CB,57,61,69,54,51,62,25,23,62,48,21,28,66,55,72,46,20,39,28,55,48,44,60,65,70,63,75,32,26,12,9,6,13,11,,3,Low,High,Lean (185+),52,61,71,61,38,27
A. Sarr,30,175,72,Right,ST,75,39,77,81,64,54,52,48,25,64,61,51,59,25,87,44,51,59,63,60,57,62,19,76,68,21,62,52,57,10,11,10,10,14,,3,Medium,Low,Normal (170-185),65,27,60,76,52,59
A. Schoenfeld,31,193,86,Right,ST,60,63,48,42,64,52,54,50,21,58,63,31,57,17,68,39,56,55,60,58,60,69,42,64,59,32,83,49,47,13,16,14,14,16,,3,High,High,Lean (185+),58,29,72,62,52,61
M. Armellino,31,176,75,Right,CM,62,60,61,78,65,63,36,50,58,61,39,36,57,61,63,69,31,44,52,59,69,51,57,64,70,58,64,62,46,10,12,12,12,12,,2,Medium,Medium,Lean (170-185),63,58,65,63,58,41
D. Rogers,27,185,77,Right,GK,44,22,37,57,27,41,14,14,14,14,13,14,16,21,50,24,18,32,12,47,30,47,13,47,21,10,60,19,20,64,62,63,62,63,45,3,Medium,Medium,Normal (185+),,,,,,
N. Knight-Percival,34,182,73,Left,CB,42,70,60,61,45,55,26,38,61,41,26,25,63,59,84,47,26,34,32,54,51,41,62,47,68,63,75,32,31,12,11,12,11,15,,3,Medium,Medium,Normal (170-185),46,62,73,45,40,30
A. Al Kassar,30,177,72,Right,GK,40,16,36,62,17,48,15,17,12,19,15,15,18,20,67,16,20,19,18,58,23,41,17,41,35,14,56,46,11,62,60,54,60,67,40,3,Medium,Medium,Normal (170-185),,,,,,
A. Al Owayshir,30,186,71,Right,GK,39,21,62,52,21,48,12,15,18,18,19,20,15,24,69,21,15,15,15,61,29,45,19,37,37,16,65,55,18,67,57,60,55,64,38,3,Medium,Medium,Lean (185+),,,,,,
P. Sprint,28,196,98,Right,GK,37,22,26,31,23,24,17,15,22,15,12,12,13,29,43,34,15,29,11,51,33,55,17,42,40,13,85,15,19,62,58,73,65,61,39,2,Medium,Medium,Normal (185+),,,,,,
H. Zuck,30,176,69,Left,LB,73,54,82,81,66,55,65,53,52,66,34,39,55,52,63,53,58,56,63,64,67,65,52,71,70,55,45,70,60,7,11,7,9,8,,2,High,Medium,Lean (170-185),68,53,54,72,63,49
J. Duncan,28,189,85,Right,GK,52,33,44,39,14,56,13,13,12,16,12,10,13,16,62,32,15,15,15,57,36,45,16,49,37,19,72,39,20,62,61,60,60,62,51,3,Medium,Medium,Normal (185+),,,,,,
P. Hutter,30,181,72,Right,RM,65,66,66,65,63,62,62,53,55,61,49,58,58,57,58,57,58,51,56,61,62,62,56,67,66,57,63,61,43,14,10,15,11,12,,4,Medium,Medium,Normal (170-185),62,56,64,66,60,54
F. Vanzo,27,180,77,Right,CM,63,73,67,70,68,69,62,66,41,69,58,67,58,56,67,58,71,56,63,63,63,74,53,54,55,51,67,61,63,7,7,12,10,11,,3,High,Medium,Stocky (170-185),68,50,65,58,62,64
Jin Seong Wook,27,183,78,Left,ST,75,69,76,79,63,64,51,34,32,65,58,32,55,12,68,36,50,58,64,57,61,64,20,75,76,19,77,51,32,10,8,9,7,9,,4,High,Medium,Normal (170-185),66,25,75,75,50,57
A. Al Sahabi,34,181,68,Right,CB,68,64,72,49,48,42,59,23,62,55,30,26,61,63,81,44,23,41,51,54,51,45,62,66,62,60,77,36,25,12,7,7,13,10,,2,Medium,Medium,Lean (170-185),54,62,71,67,46,33
H. Zackrisson,26,189,93,Right,CB,54,64,34,56,56,53,37,43,59,48,50,34,58,57,49,57,49,46,43,56,59,60,58,56,62,63,85,47,42,8,12,15,15,13,,2,Medium,Medium,Lean (185+),50,60,73,55,50,51
Z. Francis-Angol,28,173,77,Left,LWB,73,62,63,63,55,53,55,53,57,57,34,31,53,57,63,54,38,36,51,57,56,45,58,74,74,58,65,51,35,8,14,14,11,13,,2,High,Medium,Normal (170-185),57,57,67,74,53,38
K. Wallace,26,186,75,Left,LB,64,66,66,66,60,55,59,51,58,61,42,44,58,62,64,48,58,58,53,61,60,53,58,58,68,59,66,54,52,10,14,11,11,8,,3,Medium,Medium,Normal (185+),61,59,66,61,56,49
P. Azogue,26,177,76,Right,CDM,55,55,62,48,60,50,49,37,60,50,50,29,49,62,46,58,55,48,55,60,61,36,56,56,71,59,65,65,27,15,8,7,15,7,,3,Medium,Medium,Normal (170-185),55,59,64,56,56,47
L. Brănescu,27,194,86,Right,GK,55,28,62,47,25,55,11,16,20,10,16,13,13,24,70,16,11,23,19,63,31,42,11,52,35,13,71,56,10,62,60,56,56,65,54,2,Medium,Medium,Normal (185+),,,,,,
R. Alborno,27,183,73,Left,LB,63,55,60,64,59,44,64,55,60,49,32,65,53,59,64,38,58,49,51,55,62,36,62,63,62,60,55,48,36,14,11,12,9,7,,2,Medium,Medium,Normal (170-185),54,59,57,63,56,40
C. Lavery,28,180,76,Right,ST,74,67,72,70,62,58,55,59,44,61,61,58,58,31,76,50,57,62,62,59,59,62,33,75,72,35,63,57,57,15,8,16,8,13,,3,Medium,Medium,Normal (170-185),63,39,67,75,56,60
L. Hendrie,26,178,72,Right,RB,69,60,69,71,57,54,58,55,57,56,27,45,56,57,60,52,35,30,50,56,54,49,58,71,80,58,63,56,34,9,8,11,7,8,,3,Medium,High,Normal (170-185),58,57,67,70,55,35
L. Fenton,28,175,70,Right,RB,75,50,62,63,61,57,60,57,56,60,52,49,55,56,69,54,45,45,56,58,57,56,56,74,73,56,67,58,46,10,10,10,14,7,,3,High,Medium,Normal (170-185),60,56,65,74,57,51
F. Fluckiger,30,195,90,Right,GK,40,19,39,58,16,25,16,15,20,13,16,18,20,17,50,25,19,23,11,49,28,44,16,49,33,11,54,20,16,64,62,59,61,63,44,3,Medium,Medium,Normal (185+),,,,,,
S. Amro,31,175,72,Left,LB,73,61,68,72,54,48,62,54,55,52,46,47,50,60,80,60,46,49,54,56,61,49,57,73,72,57,69,58,42,8,11,12,7,9,,3,Medium,High,Normal (170-185),55,56,69,73,59,47
D. Dziwniel,28,178,72,Left,LB,70,53,72,71,58,61,59,57,57,64,36,30,39,61,72,55,44,56,53,52,60,56,60,71,69,61,67,51,37,14,9,7,12,12,,2,Medium,Medium,Normal (170-185),63,58,65,71,56,44
Ü. Tosun,28,179,68,Left,CM,69,59,77,77,65,64,49,49,57,64,52,37,47,49,65,65,57,49,57,59,67,55,56,67,66,55,65,65,45,10,9,10,12,7,,3,High,Medium,Normal (170-185),66,54,64,68,60,53
S. Braun-Schumacher,32,178,82,Right,CB,54,66,63,69,56,64,38,29,61,48,37,38,57,62,83,56,41,50,38,62,58,57,59,38,77,63,69,39,32,9,13,11,8,16,,3,Medium,Medium,Normal (170-185),54,61,71,45,47,42
A. Al Jadani,30,180,67,Right,GK,49,35,47,67,18,49,14,18,14,15,16,15,15,18,56,28,14,22,13,61,33,43,15,50,42,16,49,48,19,65,58,57,60,64,49,3,Medium,Medium,Lean (170-185),,,,,,
D. Connolly,26,176,69,Right,RM,91,60,87,79,60,54,58,53,32,62,56,56,49,31,50,46,52,55,54,53,55,54,20,92,57,25,62,58,51,15,14,9,9,12,,3,Medium,Medium,Normal (170-185),64,30,60,92,55,54
S. Mohlin,25,190,80,Right,GK,43,24,43,49,31,43,14,18,21,12,14,19,18,17,63,32,20,22,12,52,29,47,20,48,32,14,51,24,13,66,58,63,55,67,45,2,Medium,Medium,Lean (185+),,,,,,
Kim Dae Gyeong,29,179,69,Right,RM,71,40,75,71,63,55,62,43,34,63,56,36,39,55,57,45,54,52,57,54,64,63,56,72,67,57,59,57,40,11,6,13,14,9,,4,High,Medium,Normal (170-185),64,48,57,72,57,56
E. Hurtado,30,178,83,Right,ST,83,66,72,72,59,52,47,69,34,57,59,42,55,30,78,45,59,58,64,53,54,66,24,83,38,28,72,54,72,12,8,15,13,13,,2,High,Medium,Stocky (170-185),59,33,63,83,51,61
Lee Chang Yong,30,178,76,Right,CB,61,70,58,68,55,48,39,28,55,54,28,21,61,59,82,58,48,34,31,63,61,31,60,54,74,64,70,55,24,11,10,12,12,8,,3,Medium,High,Normal (170-185),56,60,72,57,51,33
K. Kinoshita,26,190,85,Right,ST,64,56,63,57,64,63,44,57,22,61,63,40,55,23,58,30,60,57,61,60,54,61,17,64,68,19,80,58,60,12,16,15,7,10,,3,Medium,Medium,Lean (185+),62,24,71,64,49,61
S. Luštica,30,174,70,Right,CM,62,56,76,84,61,55,54,57,45,53,60,47,46,58,63,62,65,44,62,56,68,59,40,52,71,46,68,66,40,11,7,6,15,15,,3,Medium,Medium,Normal (170-185),60,48,66,57,62,59
R. Oates,26,188,74,Right,ST,71,55,71,67,60,60,54,44,27,61,63,39,58,39,72,42,61,57,62,60,54,64,29,75,74,30,68,56,55,6,12,9,6,6,,5,High,Medium,Normal (185+),62,34,67,73,51,62
J. Hanson,25,178,79,Right,RB,55,78,60,62,59,59,62,62,63,54,45,69,60,62,76,61,54,40,57,59,63,54,62,55,48,63,70,60,36,11,14,16,8,8,,3,Medium,Medium,Normal (170-185),57,62,66,55,62,49
B. Walker,25,186,80,Right,CM,65,62,77,75,63,62,43,50,61,61,54,59,48,59,60,62,60,52,55,59,63,67,59,68,71,61,74,61,48,11,13,14,14,8,,3,High,Medium,Normal (185+),64,59,70,67,58,57
